ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
477,Special Meeting of Council,8/13/2020,Paul Sharman,"Whereas Members of Burlingtons small business community have identified plummeting consumer confidence as a key concern through Phase 3 of Halton Regions re-opening; and
Whereas The City of Burlington recognizes the need for local interventions to assist and incentivize the successful reopening of Burlingtons small business community; and
Whereas The City of Burlington is committed to a main street support program that will provide immediate and timely support to Burlingtons most vulnerable corporate citizens; and
Whereas The City of Burlington recognizes the value that programs like Provincial Safe Restart and Digital Main Street can provide to assist Burlingtons small businesses with supports; and
Whereas The City of Burlington, in partnership with Team Burlington and BERN will lead an advocacy campaign to request that Halton Region and other upper-tier governments commit matching funds to Burlingtons local business supports interventions; and
Whereas Team Burlington and its member organizations are committed partners with the City in the promotion and communications of a Burlington Small Business Supports program which ensures ensure broad equitability and clearly defined eligibility requirements; and
Whereas The City of Burlington is supportive of a delivery model for local Small Business Supports that is compliant and does not interfere with the intent of Section 106 of the Municipal Act, 2001. However, this provision in The Act is currently a barrier to the crafting and implementation of a locally sensitive support program that is responsive to both the local business communitys and the municipalitys priorities and needs. This constraint is not unique to Burlington; it currently affects all municipalities across Ontario who are looking to target financial relief to businesses to mitigate the adverse economic impacts of COVID-19; and
Whereas Municipalities must be able to effectively direct relief to their business community members to support recovery and now require additional flexibility to tailor economic relief and funding programs to those businesses most in need. A commitment on the part of the Government of Ontario to relax the current Section 106 Municipal Act, 2001 (Anti-bonusing) restrictions is an essential pandemic response and will be key to the successful re-opening and economic recovery of the provinces economy;
Now therefore be it resolved that the Province of Ontario provide flexibility to lower tier levels of government at the municipal and regional level to support local businesses through the economy recovery and restart associated with Covid-19 via emergency support programs measures such as grants or other financial aid to local business without violating of anti-bonusing provisions of the Municipal Act; and
That a copy of this resolution be forwarded to the Premier of Ontario, Doug Ford, Stephen Clark the Minister of Municipal Affairs and Housing, along with MPPs Jane McKenna, Effie Triantafilopoulos and Parm Gill, Halton Region, Association of Municipalities of Ontario AMO, Ontario Big City Mayors OBCM (formerly LUMCO), Burlington Economic Recovery Network (BERN) and Team Burlington.",Yes,CARRIED
478,Special Meeting of Council,8/13/2020,Paul Sharman,"Authorize the Director of Transit to implement a bus cleaning pilot program for 12 months, starting as soon as possible as outlined in transit department report TR-07-20; and
Direct the Director of Transit to issue an RFI for transit cleaning services to provide a market comparison of outsourcing and insourcing bus cleaning and refueling options and report back to the Community Planning, Regulation and Mobility Committee on the results of the pilot program in Q4 of 2021.",Yes,CARRIED
479,Special Meeting of Council,8/13/2020,Paul Sharman," Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-20-20 outlining recreation & community facilities and use of indoor pools  recreation services, respectively, while considering potential partnerships with the private sector to provide potential cost savings; and
Receive and file Appendix C of city managers office report CM-20-20 providing an update to the interim service delivery modifications for Halton Court Services  legal services and City Hall/Sims Square public & staff re-entry; and
Receive and file Appendices D, E, F and G of city managers office report CM-20-20 providing interim service delivery modifications for Tourism Burlington, the Museums of Burlington, the Art Gallery of Burlington and Burlington Public Library, respectively; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council; and
Direct the Executive Director of Environment, Infrastructure and Community Services to provide a 25% reduction in fees for all city rental users, to include both for-profit and not-for-profit organizations, for the fall season with the opportunity for review and extension prior to the winter season as a COVID-19 emergency response; and
Direct the Executive Director of Environment, Infrastructure and Community Services to add $25,000 to the fee assistance program for individuals, and report back prior to the winter season on the balance of the funding available.",Yes,CARRIED
480,Special Meeting of Council,8/13/2020,Paul Sharman,"Approve the amendment to Procedure By-law 04-2020, as amended, outlined in Appendix A, to allow for electronic meetings to occur without a declaration of an emergency.",Yes,CARRIED
481,Special Meeting of Council,8/13/2020,Paul Sharman,Amend the definition of Enclosed Common Area by removing  the wording meeting rooms or other common use facilities and adding the wording or mailrooms.,Yes,CARRIED
482,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Approve the amendment to By-law 62-2020, otherwise known as the COVID-19 Mask By-law, to regulate the requirement of wearing of masks or other face coverings within enclosed common areas of apartment and condominium buildings and to extend the expiry date of the by-law to January 31, 2021, as attached as Appendix A in a form satisfactory to the City Solicitor; and
Remove the wording meeting rooms or other common use facilities and add the wording or mailrooms to the definition of Enclosed Common Area; and
Approve the amendment to By-law 17-2020, otherwise known as the COVID-19 Physical Distancing By-law, to provide an expiry date of January 31, 2021, as attached as Appendix B in a form satisfactory to the City Solicitor.",Yes,CARRIED
483,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
484,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Receive and file Burlington Economic Development Corporation report BEDC-05-20 regarding Main Street Business Support; and

Direct the Chief Financial Officer to earmark $125,000 in funds as a COVID-19 expense to support main street business and complement the Digital Main Street and Provincial Safe Restart COVID-19 programs; and

Request that the Region of Halton match the City of Burlingtons contribution of $125,000 and earmark these funds to support main street businesses in Burlington; and

Request that Burlington Economic Development work with City of Burlington to recommend a Main Street Business Support Program and appropriate delivery partners, subject to receiving details on the Provincial Safe Restart COVID-19 program and a suitable program being permitted under municipal legislation; and

Direct the Executive Director of Burlington Economic Development to report back verbally to Council on the next steps during the September COVID-19 update, in keeping with the above recommendations; and

Approve an additional $125,000 be earmarked for an immediate and timely small business relief grant program for COVID 19 reopening costs. The grant program is subject to criteria to be defined to ensure broad equality and eligibility that meets the intent of the Municipal Act to prevent municipalities from giving unfair assistance to business to the detriment of the local taxpayers and competing businesses, and not contingent on funding from Halton Region; and

Request that the Region of Halton match the City of Burlingtons additional contribution of $125,000 for an immediate and timely small business relief grant program for COVID 19 reopening costs; and

Direct the Mayor to work with Council, Team Burlington and Burlington Economic Recovery Network on an advocacy campaign to the Province and the Region regarding funding for small business relief, including a resolution to the Council meeting on Thursday August 13, 2020.",Yes,CARRIED
485,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Whereas Members of Burlingtons small business community have identified plummeting consumer confidence as a key concern through Phase 3 of Halton Regions re-opening; and
Whereas The City of Burlington recognizes the need for local interventions to assist and incentivize the successful reopening of Burlingtons small business community; and
Whereas The City of Burlington is committed to a main street support program that will provide immediate and timely support to Burlingtons most vulnerable corporate citizens; and
Whereas The City of Burlington recognizes the value that programs like Provincial Safe Restart and Digital Main Street can provide to assist Burlingtons small businesses with supports; and
Whereas The City of Burlington, in partnership with Team Burlington and BERN will lead an advocacy campaign to request that Halton Region and other upper-tier governments commit matching funds to Burlingtons local business supports interventions; and
Whereas Team Burlington and its member organizations are committed partners with the City in the promotion and communications of a Burlington Small Business Supports program which ensures ensure broad equitability and clearly defined eligibility requirements; and
Whereas The City of Burlington is supportive of a delivery model for local Small Business Supports that is compliant and does not interfere with the intent of Section 106 of the Municipal Act, 2001. However, this provision in The Act is currently a barrier to the crafting and implementation of a locally sensitive support program that is responsive to both the local business communitys and the municipalitys priorities and needs. This constraint is not unique to Burlington; it currently affects all municipalities across Ontario who are looking to target financial relief to businesses to mitigate the adverse economic impacts of COVID-19; and
Whereas Municipalities must be able to effectively direct relief to their business community members to support recovery and now require additional flexibility to tailor economic relief and funding programs to those businesses most in need. A commitment on the part of the Government of Ontario to relax the current Section 106 Municipal Act, 2001 (Anti-bonusing) restrictions is an essential pandemic response and will be key to the successful re-opening and economic recovery of the provinces economy;
Now therefore be it resolved that the Province of Ontario provide flexibility to lower tier levels of government at the municipal and regional level to support local businesses through the economy recovery and restart associated with Covid-19 via emergency support programs measures such as grants or other financial aid to local business without violating of anti-bonusing provisions of the Municipal Act; and
That a copy of this resolution be forwarded to the Premier of Ontario, Doug Ford, Stephen Clark the Minister of Municipal Affairs and Housing, along with MPPs Jane McKenna, Effie Triantafilopoulos and Parm Gill, Halton Region, Association of Municipalities of Ontario AMO, Ontario Big City Mayors OBCM (formerly LUMCO), Burlington Economic Recovery Network (BERN) and Team Burlington.",Yes,CARRIED
486,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Authorize the Director of Transit to implement a bus cleaning pilot program for 12 months, starting as soon as possible as outlined in transit department report TR-07-20; and
Direct the Director of Transit to issue an RFI for transit cleaning services to provide a market comparison of outsourcing and insourcing bus cleaning and refueling options and report back to the Community Planning, Regulation and Mobility Committee on the results of the pilot program in Q4 of 2021.",Yes,CARRIED
487,Special Meeting of Council,8/13/2020,Angelo Bentivegna," Direct the City Manager to proceed with implementing the interim service delivery program recommendations as outlined in Appendix A and B of city managers office report CM-20-20 outlining recreation & community facilities and use of indoor pools  recreation services, respectively, while considering potential partnerships with the private sector to provide potential cost savings; and
Receive and file Appendix C of city managers office report CM-20-20 providing an update to the interim service delivery modifications for Halton Court Services  legal services and City Hall/Sims Square public & staff re-entry; and
Receive and file Appendices D, E, F and G of city managers office report CM-20-20 providing interim service delivery modifications for Tourism Burlington, the Museums of Burlington, the Art Gallery of Burlington and Burlington Public Library, respectively; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council; and
Direct the Executive Director of Environment, Infrastructure and Community Services to provide a 25% reduction in fees for all city rental users, to include both for-profit and not-for-profit organizations, for the fall season with the opportunity for review and extension prior to the winter season as a COVID-19 emergency response; and
Direct the Executive Director of Environment, Infrastructure and Community Services to add $25,000 to the fee assistance program for individuals, and report back prior to the winter season on the balance of the funding available.",Yes,CARRIED
488,Special Meeting of Council,8/13/2020,Angelo Bentivegna,"Approve the amendment to Procedure By-law 04-2020, as amended, outlined in Appendix A, to allow for electronic meetings to occur without a declaration of an emergency.",Yes,CARRIED
489,Special Meeting of Council,8/13/2020,Angelo Bentivegna,Amend the definition of Enclosed Common Area by removing  the wording meeting rooms or other common use facilities and adding the wording or mailrooms.,Yes,CARRIED
490,Special Meeting of Council,10/7/2020,Marianne Meed Ward,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",Yes,CARRIED
491,Special Meeting of Council,10/7/2020,Marianne Meed Ward,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
492,Special Meeting of Council,10/7/2020,Marianne Meed Ward,"Direct the Executive Director of Community Planning, Regulation and Mobility, through the Cultural Heritage Landscape Study and upcoming Zoning Bylaw Review, to review the character defining elements of St. Luke's and Emerald Precincts and consider creating a downtown zone.",Yes,CARRIED
493,Special Meeting of Council,10/7/2020,Kelvin Galbraith,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",Yes,CARRIED
494,Special Meeting of Council,10/7/2020,Kelvin Galbraith,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
495,Special Meeting of Council,10/7/2020,Kelvin Galbraith,"Direct the Executive Director of Community Planning, Regulation and Mobility, through the Cultural Heritage Landscape Study and upcoming Zoning Bylaw Review, to review the character defining elements of St. Luke's and Emerald Precincts and consider creating a downtown zone.",Yes,CARRIED
496,Special Meeting of Council,10/7/2020,Lisa Kearns,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",Yes,CARRIED
497,Special Meeting of Council,10/7/2020,Lisa Kearns,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
498,Special Meeting of Council,10/7/2020,Lisa Kearns,"Direct the Executive Director of Community Planning, Regulation and Mobility, through the Cultural Heritage Landscape Study and upcoming Zoning Bylaw Review, to review the character defining elements of St. Luke's and Emerald Precincts and consider creating a downtown zone.",Yes,CARRIED
499,Special Meeting of Council,10/7/2020,Rory Nisan,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",Yes,CARRIED
500,Special Meeting of Council,10/7/2020,Rory Nisan,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
501,Special Meeting of Council,10/7/2020,Rory Nisan,"Direct the Executive Director of Community Planning, Regulation and Mobility, through the Cultural Heritage Landscape Study and upcoming Zoning Bylaw Review, to review the character defining elements of St. Luke's and Emerald Precincts and consider creating a downtown zone.",Yes,CARRIED
502,Special Meeting of Council,10/7/2020,Shawna Stolte,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",Yes,CARRIED
503,Special Meeting of Council,10/7/2020,Shawna Stolte,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
504,Special Meeting of Council,10/7/2020,Shawna Stolte,"Direct the Executive Director of Community Planning, Regulation and Mobility, through the Cultural Heritage Landscape Study and upcoming Zoning Bylaw Review, to review the character defining elements of St. Luke's and Emerald Precincts and consider creating a downtown zone.",Yes,CARRIED
505,Special Meeting of Council,10/7/2020,Paul Sharman,"Receive the report titled Final Report: Taking a Closer Look at the Downtown, June 2020, prepared by SGL Planning & Design and attached as Appendix 1 to community planning report PL-16-20; and
Endorse the recommended policy modifications to the adopted Official Plan attached as Appendices 2, 3 & 4 as further amended at the September 30, 2020 meeting revised by Community Planning, to community planning report PL-16-20; and
Direct the Director of Community Planning to provide the Council endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision for the adopted Official Plan (April 2018); and
Receive the following technical studies titled:


Stage 1 Archaeological Assessment: Revised Report, February 2019, prepared by ASI and attached as Appendix 5;
Cultural Heritage Resource Assessment: Built Heritage Resources and Cultural Heritage Landscapes Downtown Mobility Hub Study Area, May 2019, prepared by ASI and attached as Appendix 6;
Downtown Burlington Mobility Hub Market Analysis, August 2017 prepared by N. Barry Lyons and Associates and attached as Appendix 7;
Downtown Burlington Mobility Hub  Illustrative Economic Analysis, July 2019, prepared by N. Barry Lyons and Associates and attached as Appendix 8;
Scoped Environmental Impact Study Downtown Mobility Hub, October 2019, prepared by Dillon Consulting, and attached as Appendix 9;
Flood Hazard and Scoped Stormwater Management Assessment, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendices 10A-1 and 10A-2, as amended;
Hager-Rambo Flood Control Facilities Study Report: Downtown and Burlington GO Mobility Hub, September 2020 prepared by Wood Environment and Infrastructure Solutions, and attached as Appendices 10B-1 to 10B-3, as amended;
Downtown Burlington Traffic Overview, September  2020, prepared by CIMA+, and attached as Appendix 11, as amended;
Downtown Burlington Micro-Level Traffic Operations: Review of the preferred Land Use Scenario, April 2020, prepared by CIMA+, and attached as Appendix 12;
Updated Area Servicing Plan (ASP) for Stormwater, Water and Wastewater: Downtown Burlington, September 2020, prepared by Wood Environment and Infrastructure Solutions and attached as Appendix 13, as amended;
Financial Impact Analysis, July 2020, prepared by Watson & Associates Economists Ltd and attached as Appendix 14; and


Receive the DRAFT Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 to community planning report PL-16-20 (July 2020); and
Direct the Director of Community Planning to seek public and stakeholder feedback on the Draft Downtown Burlington Placemaking and Urban Design Guidelines contained in Appendix 15 and subsequently present the final version for Council approval; and
Receive Appendix 21 to community planning report PL-16-20, titled Taking a Closer Look at the Downtown: Project Update and Responses to Submissions (September 2020)",No,CARRIED
506,Special Meeting of Council,10/7/2020,Paul Sharman,"Endorse the recommended policy modifications to the adopted Official Plan attached as Appendix 1 to community planning report PL-18-20; and
Receive the rural and agricultural information contained in Appendix 4 to community planning report PL-18-20; and
Direct the Director of Community Planning to provide the Council-endorsed policy modifications and all supporting documentation to the Region of Halton for consideration for inclusion in the draft decision on the adopted Official Plan (April 2018).",Yes,CARRIED
